"signature"	"BetweennessCentrality"	"gene"	"rank_by_BC"	"PPI_cat"
"HiG_blood"	4	"Ftsj3"	228.5	"HiG"
"HiG_blood"	0	"Jpt1"	334	"HiG"
"HiG_blood"	383	"Galk1"	116	"HiG"
"HiG_blood"	0	"Txndc17"	334	"HiG"
"HiG_blood"	2647	"Glrx5"	23	"HiG"
"HiG_blood"	776	"Siva1"	63	"HiG"
"HiG_blood"	585	"Tmem14c"	78	"HiG"
"HiG_blood"	14	"Dek"	206.5	"HiG"
"HiG_blood"	6	"Gadd45g"	223.5	"HiG"
"HiG_blood"	0	"Sfxn1"	334	"HiG"
"HiG_blood"	68	"Mrpl36"	172	"HiG"
"HiG_blood"	47	"Ppif"	182	"HiG"
"HiG_blood"	23	"Mrpl57"	192	"HiG"
"HiG_blood"	677	"Brix1"	71	"HiG"
"HiG_blood"	365	"Myc"	122.5	"HiG"
"HiG_blood"	187	"Ndufb9"	141	"HiG"
"HiG_blood"	48	"Adsl"	180.5	"HiG"
"HiG_blood"	0	"Samm50"	334	"HiG"
"HiG_blood"	22	"Pmm1"	193.5	"HiG"
"HiG_blood"	523	"Cyc1"	86	"HiG"
"HiG_blood"	12	"Gart"	210	"HiG"
"HiG_blood"	510	"Ndufa5"	88	"HiG"
"HiG_blood"	0	"Hbb-bs"	334	"HiG"
"HiG_blood"	4	"Marchf5"	228.5	"HiG"
"HiG_blood"	32	"Nme4"	187	"HiG"
"HiG_blood"	4	"Uqcc2"	228.5	"HiG"
"HiG_blood"	543	"Hspa9"	83	"HiG"
"HiG_blood"	22	"Psat1"	193.5	"HiG"
"HiG_blood"	0	"Ostf1"	334	"HiG"
"HiG_blood"	0	"Carnmt1"	334	"HiG"
"HiG_blood"	0	"Ehd1"	334	"HiG"
"HiG_blood"	0	"Eif1ad"	334	"HiG"
"HiG_blood"	0	"Znrd2"	334	"HiG"
"HiG_blood"	0	"Prdx3"	334	"HiG"
"HiG_blood"	0	"Gsto1"	334	"HiG"
"HiG_blood"	8681	"Atp5b"	6	"HiG"
"HiG_blood"	21	"Shmt2"	195	"HiG"
"HiG_blood"	1262	"Atp5a1"	42	"HiG"
"HiG_blood"	0	"Ptdss2"	334	"HiG"
"HiG_blood"	2	"Tspan4"	237.5	"HiG"
"HiG_blood"	1263	"Cct8"	41	"HiG"
"HiG_blood"	959	"Hprt"	53	"HiG"
"HiG_blood"	0	"Mcrip2"	334	"HiG"
"HiG_blood"	0	"Exosc7"	334	"HiG"
"HiG_blood"	3	"Nop16"	233.5	"HiG"
"HiG_blood"	2637	"Hspd1"	24	"HiG"
"HiG_blood"	52	"Wdr12"	179	"HiG"
"HiG_blood"	0	"Orc2"	334	"HiG"
"HiG_blood"	167	"Mrpl30"	145	"HiG"
"HiG_blood"	4	"Pycr2"	228.5	"HiG"
"HiG_blood"	0	"Aldh9a1"	334	"HiG"
"HiG_blood"	0	"Mgst3"	334	"HiG"
"HiG_blood"	218	"Hat1"	135	"HiG"
"HiG_blood"	127	"Timm10"	151	"HiG"
"HiG_blood"	0	"Ola1"	334	"HiG"
"HiG_blood"	466	"Nop10"	94.5	"HiG"
"HiG_blood"	0	"Eif3j1"	334	"HiG"
"HiG_blood"	0	"1700037H04Rik"	334	"HiG"
"HiG_blood"	16	"Fam210b"	202.5	"HiG"
"HiG_blood"	414	"Fabp5"	108	"HiG"
"HiG_blood"	1949	"Car2"	29	"HiG"
"HiG_blood"	0	"Nfs1"	334	"HiG"
"HiG_blood"	1	"Rab5if"	243	"HiG"
"HiG_blood"	64	"Nmd3"	173	"HiG"
"HiG_blood"	705	"Ppid"	68	"HiG"
"HiG_blood"	0	"Serp1"	334	"HiG"
"HiG_blood"	251	"Gmps"	133	"HiG"
"HiG_blood"	0	"Gar1"	334	"HiG"
"HiG_blood"	25	"Gclm"	191	"HiG"
"HiG_blood"	0	"Ddah1"	334	"HiG"
"HiG_blood"	0	"Ndufaf4"	334	"HiG"
"HiG_blood"	0	"Glipr2"	334	"HiG"
"HiG_blood"	415	"Ssbp3"	103.5	"HiG"
"HiG_blood"	0	"Urod"	334	"HiG"
"HiG_blood"	1336	"Nasp"	39	"HiG"
"HiG_blood"	1032	"Tal1"	50	"HiG"
"HiG_blood"	794	"Ebna1bp2"	61	"HiG"
"HiG_blood"	403	"Sh3bgrl3"	112	"HiG"
"HiG_blood"	560	"Mrpl20"	80	"HiG"
"HiG_blood"	37	"Ppm1g"	186	"HiG"
"HiG_blood"	6	"Paics"	223.5	"HiG"
"HiG_blood"	1	"Eif2b1"	243	"HiG"
"HiG_blood"	0	"Prkab1"	334	"HiG"
"HiG_blood"	0	"Nt5c3"	334	"HiG"
"HiG_blood"	1	"Abcg2"	243	"HiG"
"HiG_blood"	416	"Ybx3"	100	"HiG"
"HiG_blood"	0	"Cmas"	334	"HiG"
"HiG_blood"	268	"Mrpl51"	130	"HiG"
"HiG_blood"	83	"Cd9"	168	"HiG"
"HiG_blood"	17	"Fkbp4"	201	"HiG"
"HiG_blood"	384	"Tomm40"	115	"HiG"
"HiG_blood"	20	"Mphosph10"	197	"HiG"
"HiG_blood"	0	"Nfkbib"	334	"HiG"
"HiG_blood"	0	"Rgs10"	334	"HiG"
"HiG_blood"	0	"Hbb-y"	334	"HiG"
"HiG_blood"	477	"Uros"	92	"HiG"
"HiG_blood"	0	"Bccip"	334	"HiG"
"HiG_blood"	173	"Gata1"	144	"HiG"
"HiG_blood"	310	"Slc38a5"	127	"HiG"
"HiG_blood"	349	"Dkc1"	125	"HiG"
"HiG_blood"	0	"Prps1"	334	"HiG"
"HiG_blood"	0	"F10"	334	"HiG"
"HiG_blood"	0	"Eif4ebp1"	334	"HiG"
"HiG_blood"	438	"Mak16"	97	"HiG"
"HiG_blood"	466	"Slc25a4"	94.5	"HiG"
"HiG_blood"	0	"Mt1"	334	"HiG"
"HiG_blood"	0	"Mphosph6"	334	"HiG"
"HiG_blood"	0	"Ntpcr"	334	"HiG"
"HiG_blood"	0	"Psmb10"	334	"HiG"
"HiG_blood"	20	"Rexo2"	197	"HiG"
"HiG_blood"	0	"Nxpe2"	334	"HiG"
"HiG_blood"	414	"Mns1"	108	"HiG"
"HiG_blood"	0	"Rp9"	334	"HiG"
"HiG_blood"	228	"Imp3"	134	"HiG"
"HiG_blood"	2	"Etfa"	237.5	"HiG"
"HiG_blood"	0	"Ciao2a"	334	"HiG"
"HiG_blood"	0	"S100a10"	334	"HiG"
"HiG_blood"	42	"Acaa2"	183	"HiG"
"HiG_blood"	509	"Gadd45gip1"	89	"HiG"
"HiG_blood"	1109	"Fermt3"	48	"HiG"
"HiG_blood"	73	"Mrps28"	170.5	"HiG"
"HiG_blood"	3192	"Rps29"	22	"HiG"
"HiG_blood"	0	"Rangrf"	334	"HiG"
"HiG_blood"	137	"Rrp9"	150	"HiG"
"HiG_blood"	555	"Timm8b"	82	"HiG"
"HiG_blood"	0	"Prkar2b"	334	"HiG"
"HiG_blood"	556	"Slc25a37"	81	"HiG"
"HiG_blood"	0	"Inka1"	334	"HiG"
"HiG_blood"	0	"Cox8a"	334	"HiG"
"HiG_blood"	9	"Pak1ip1"	215	"HiG"
"HiG_blood"	95	"Chchd4"	162	"HiG"
"HiG_blood"	0	"Bag2"	334	"HiG"
"HiG_blood"	0	"Cpne7"	334	"HiG"
"HiG_blood"	764	"Hebp1"	65	"HiG"
"HiG_blood"	1346	"Tubb4b"	38	"HiG"
"HiG_blood"	185	"Ddx21"	142	"HiG"
"HiG_blood"	4026	"Blvrb"	16	"HiG"
"HiG_blood"	85	"Wdr74"	167	"HiG"
"HiG_blood"	377	"Ndufb10"	117	"HiG"
"HiG_blood"	0	"Mrpl41"	334	"HiG"
"HiG_blood"	0	"Mrap"	334	"HiG"
"HiG_blood"	7	"Gadd45a"	220	"HiG"
"HiG_blood"	7292	"Mrpl12"	8	"HiG"
"HiG_blood"	0	"Cdv3"	334	"HiG"
"HiG_blood"	192	"Mrpl34"	140	"HiG"
"HiG_blood"	62	"Mrps34"	174	"HiG"
"HiG_blood"	198	"Tspan33"	139	"HiG"
"HiG_blood"	124	"Eprs"	153	"HiG"
"HiG_blood"	3381	"Eef2"	20	"HiG"
"HiG_blood"	0	"Snrnp25"	334	"HiG"
"HiG_blood"	11597	"Eif5a"	1	"HiG"
"HiG_blood"	0	"Gnl3"	334	"HiG"
"HiG_blood"	0	"Grhpr"	334	"HiG"
"HiG_blood"	0	"Adk"	334	"HiG"
"HiG_blood"	0	"Atp6v0b"	334	"HiG"
"HiG_blood"	0	"Nudt19"	334	"HiG"
"HiG_blood"	1190	"Dctpp1"	45	"HiG"
"HiG_blood"	261	"Metap2"	132	"HiG"
"HiG_blood"	10	"Wdr43"	213.5	"HiG"
"HiG_blood"	53	"Utp4"	178	"HiG"
"HiG_blood"	0	"Josd2"	334	"HiG"
"HiG_blood"	12	"Gfer"	210	"HiG"
"HiG_blood"	94	"Gpi1"	163	"HiG"
"HiG_blood"	528	"Exosc4"	84	"HiG"
"HiG_blood"	0	"Tuba1c"	334	"HiG"
"HiG_blood"	0	"Pgp"	334	"HiG"
"HiG_blood"	439	"Uqcrq"	96	"HiG"
"HiG_blood"	0	"A430005L14Rik"	334	"HiG"
"HiG_blood"	108	"Uqcr10"	158	"HiG"
"HiG_blood"	0	"Higd1a"	334	"HiG"
"HiG_blood"	273	"Cpox"	128	"HiG"
"HiG_blood"	506	"Mrps16"	90	"HiG"
"HiG_blood"	0	"Rfesd"	334	"HiG"
"HiG_blood"	0	"Trim10"	334	"HiG"
"HiG_blood"	26	"Cd24a"	189.5	"HiG"
"HiG_blood"	54	"Zfpm1"	177	"HiG"
"HiG_blood"	73	"Polr1d"	170.5	"HiG"
"HiG_blood"	1534	"Rps21"	34	"HiG"
"HiG_blood"	3	"Vamp8"	233.5	"HiG"
"HiG_blood"	0	"Prss50"	334	"HiG"
"HiG_blood"	0	"Bex1"	334	"HiG"
"HiG_blood"	0	"Crlf3"	334	"HiG"
"HiG_blood"	15	"Mcm2"	204.5	"HiG"
"HiG_blood"	0	"Rpia"	334	"HiG"
"HiG_blood"	2249	"Atpif1"	26	"HiG"
"HiG_blood"	1432	"Klf1"	36	"HiG"
"HiG_blood"	0	"Phgdh"	334	"HiG"
"HiG_blood"	8	"Hbb-bh1"	217	"HiG"
"HiG_blood"	1	"Marchf2"	243	"HiG"
"HiG_blood"	116	"Ndufa8"	155.5	"HiG"
"HiG_blood"	6764	"Alas2"	10	"HiG"
"HiG_blood"	212	"Rap1b"	137	"HiG"
"HiG_blood"	0	"Mrpl35"	334	"HiG"
"HiG_blood"	0	"Cdc42ep3"	334	"HiG"
"HiG_blood"	0	"Rcl1"	334	"HiG"
"HiG_blood"	0	"Nadk2"	334	"HiG"
"HiG_blood"	413	"Dph3"	110	"HiG"
"HiG_blood"	0	"Ydjc"	334	"HiG"
"HiG_blood"	6	"Pfdn4"	223.5	"HiG"
"HiG_blood"	6964	"Gypa"	9	"HiG"
"HiG_blood"	0	"Prdx6"	334	"HiG"
"HiG_blood"	215	"Nol7"	136	"HiG"
"HiG_blood"	0	"Rrs1"	334	"HiG"
"HiG_blood"	0	"Srp19"	334	"HiG"
"HiG_blood"	0	"Ppox"	334	"HiG"
"HiG_blood"	0	"H2aj"	334	"HiG"
"HiG_blood"	0	"Abcb10"	334	"HiG"
"HiG_blood"	7	"Mrpl42"	220	"HiG"
"HiG_blood"	0	"Zcrb1"	334	"HiG"
"HiG_blood"	1411	"Slc25a3"	37	"HiG"
"HiG_blood"	1566	"Hmbs"	33	"HiG"
"HiG_blood"	691	"Mllt3"	69	"HiG"
"HiG_blood"	26	"C1qbp"	189.5	"HiG"
"HiG_blood"	623	"Mrpl18"	74	"HiG"
"HiG_blood"	0	"Pabpc4"	334	"HiG"
"HiG_blood"	48	"Timm17a"	180.5	"HiG"
"HiG_blood"	725	"Impdh2"	67	"HiG"
"HiG_blood"	0	"Fxn"	334	"HiG"
"HiG_blood"	0	"Pop5"	334	"HiG"
"HiG_blood"	1324	"Dut"	40	"HiG"
"HiG_blood"	5845	"Gpx1"	11	"HiG"
"HiG_blood"	419	"Aurkaip1"	98	"HiG"
"HiG_blood"	371	"Crip2"	121	"HiG"
"HiG_blood"	2084	"Rpl31"	28	"HiG"
"HiG_blood"	664	"Lyar"	73	"HiG"
"HiG_blood"	809	"Aldoa"	60	"HiG"
"HiG_blood"	7	"Htra2"	220	"HiG"
"HiG_blood"	1861	"Atp5g1"	30	"HiG"
"HiG_blood"	12	"Rap1a"	210	"HiG"
"HiG_blood"	0	"Slc43a3"	334	"HiG"
"HiG_blood"	10458	"Hba-a2"	3	"HiG"
"HiG_blood"	3440	"Hba-a1"	19	"HiG"
"HiG_blood"	3	"Supt4a"	233.5	"HiG"
"HiG_blood"	365	"Snu13"	122.5	"HiG"
"HiG_blood"	9488	"Hsp90aa1"	5	"HiG"
"HiG_blood"	937	"Ftl1"	55	"HiG"
"HiG_blood"	0	"Rmdn3"	334	"HiG"
"HiG_blood"	415	"Cited4"	103.5	"HiG"
"HiG_blood"	206	"Gpx4"	138	"HiG"
"HiG_blood"	0	"Aqp8"	334	"HiG"
"HiG_blood"	0	"Hbb-bt"	334	"HiG"
"HiG_blood"	271	"Xrcc6"	129	"HiG"
"HiG_blood"	60	"Eif3d"	175	"HiG"
"HiG_blood"	958	"Itga2b"	54	"HiG"
"HiG_blood"	524	"Nop56"	85	"HiG"
"HiG_blood"	2215	"Mrto4"	27	"HiG"
"HiG_blood"	0	"Arpc3"	334	"HiG"
"HiG_blood"	0	"Yrdc"	334	"HiG"
"HiG_blood"	0	"Ube2l6"	334	"HiG"
"HiG_blood"	0	"Cdca7"	334	"HiG"
"HiG_blood"	361	"Vdac1"	124	"HiG"
"HiG_blood"	0	"Set"	334	"HiG"
"HiG_blood"	0	"Anp32b"	334	"HiG"
"HiG_blood"	15	"Ndufs7"	204.5	"HiG"
"HiG_blood"	1801	"Atp5d"	31	"HiG"
"HiG_blood"	0	"Fbxo6"	334	"HiG"
"HiG_blood"	18	"Fgf3"	200	"HiG"
"HiG_blood"	0	"Bnip3"	334	"HiG"
"HiG_blood"	0	"Ssx2ip"	334	"HiG"
"HiG_blood"	0	"Cenpx"	334	"HiG"
"HiG_blood"	0	"1810037I17Rik"	334	"HiG"
"HiG_blood"	5052	"Alad"	14	"HiG"
"HiG_blood"	0	"Gtf2h1"	334	"HiG"
"HiG_blood"	3	"Tmod1"	233.5	"HiG"
"HiG_blood"	11	"Tomm5"	212	"HiG"
"HiG_blood"	0	"Tom1l1"	334	"HiG"
"HiG_blood"	0	"Ptrh2"	334	"HiG"
"HiG_blood"	988	"Ccne1"	52	"HiG"
"HiG_blood"	372	"Atf4"	119.5	"HiG"
"HiG_blood"	0	"Nsun2"	334	"HiG"
"HiG_blood"	11063	"Prdx2"	2	"HiG"
"HiG_blood"	81	"Txn2"	169	"HiG"
"HiG_blood"	769	"Smox"	64	"HiG"
"HiG_blood"	372	"Spef1"	119.5	"HiG"
"HiG_blood"	110	"Rpl30"	157	"HiG"
"HiG_blood"	8	"Hypk"	217	"HiG"
"HiG_blood"	0	"Rpl36al"	334	"HiG"
"HiG_blood"	786	"Lmo2"	62	"HiG"
"HiG_blood"	417	"Tagln2"	99	"HiG"
"HiG_blood"	0	"Creg1"	334	"HiG"
"HiG_blood"	0	"H19"	334	"HiG"
"HiG_blood"	0	"Rab3il1"	334	"HiG"
"HiG_blood"	909	"Rasgrp2"	57	"HiG"
"HiG_blood"	348	"Snca"	126	"HiG"
"HiG_blood"	0	"Hmgb3"	334	"HiG"
"HiG_blood"	0	"Hadhb"	334	"HiG"
"HiG_blood"	93	"Atp5c1"	164	"HiG"
"HiG_blood"	912	"Asns"	56	"HiG"
"HiG_blood"	125	"Hk1"	152	"HiG"
"HiG_blood"	415	"Bex4"	103.5	"HiG"
"HiG_blood"	735	"Cox17"	66	"HiG"
"HiG_blood"	0	"Fam104a"	334	"HiG"
"HiG_blood"	414	"Pdcd5"	108	"HiG"
"HiG_blood"	0	"Tlcd1"	334	"HiG"
"HiG_blood"	3573	"Pa2g4"	18	"HiG"
"HiG_blood"	0	"Bola2"	334	"HiG"
"HiG_blood"	485	"Txnl4a"	91	"HiG"
"HiG_blood"	1608	"Cox7c"	32	"HiG"
"HiG_blood"	393	"Mrpl15"	113	"HiG"
"HiG_blood"	3845	"Nme1"	17	"HiG"
"HiG_blood"	0	"Micos10"	334	"HiG"
"HiG_blood"	0	"Bola3"	334	"HiG"
"HiG_blood"	103	"Mrps24"	161	"HiG"
"HiG_blood"	0	"Gtf3a"	334	"HiG"
"HiG_blood"	8170	"Nhp2"	7	"HiG"
"HiG_blood"	612	"Rps27l"	76	"HiG"
"HiG_blood"	415	"Cmc2"	103.5	"HiG"
"HiG_blood"	0	"Ucp2"	334	"HiG"
"HiG_blood"	0	"Nfe2"	334	"HiG"
"HiG_blood"	0	"Mrps26"	334	"HiG"
"HiG_blood"	0	"Pcmt1"	334	"HiG"
"HiG_blood"	0	"Hipk2"	334	"HiG"
"HiG_blood"	604	"Cyb5a"	77	"HiG"
"HiG_blood"	0	"Cycs"	334	"HiG"
"HiG_blood"	1	"Mcm5"	243	"HiG"
"HiG_blood"	0	"Ccnd3"	334	"HiG"
"HiG_blood"	0	"Timm9"	334	"HiG"
"HiG_blood"	1	"Idh3a"	243	"HiG"
"HiG_blood"	0	"Gfi1b"	334	"HiG"
"HiG_blood"	0	"Slc39a8"	334	"HiG"
"HiG_blood"	175	"Nolc1"	143	"HiG"
"HiG_blood"	1	"Ppp1r15a"	243	"HiG"
"HiG_blood"	40	"Odc1"	185	"HiG"
"HiG_blood"	619	"Rab11a"	75	"HiG"
"HiG_blood"	41	"Rabggtb"	184	"HiG"
"HiG_blood"	0	"Comt"	334	"HiG"
"HiG_blood"	3331	"Tpi1"	21	"HiG"
"HiG_blood"	415	"Syce2"	103.5	"HiG"
"HiG_blood"	104	"Slc29a1"	160	"HiG"
"HiG_blood"	0	"Ptp4a3"	334	"HiG"
"HiG_blood"	0	"Phlda1"	334	"HiG"
"HiG_blood"	0	"Kcnn4"	334	"HiG"
"HiG_blood"	3	"Baz1a"	233.5	"HiG"
"HiG_blood"	373	"Rbm38"	118	"HiG"
"HiG_blood"	0	"Gypc"	334	"HiG"
"HiG_blood"	138	"Ndufa12"	149	"HiG"
"HiG_blood"	0	"H1f0"	334	"HiG"
"HiG_blood"	5095	"Cox4i1"	13	"HiG"
"HiG_blood"	59	"Rpf2"	176	"HiG"
"HiG_blood"	0	"Smim1"	334	"HiG"
"HiG_blood"	162	"Uchl5"	146	"HiG"
"HiG_blood"	1144	"Nop58"	46	"HiG"
"HiG_blood"	10	"Tuba4a"	213.5	"HiG"
"HiG_blood"	0	"Mtln"	334	"HiG"
"HiG_blood"	0	"Gpatch4"	334	"HiG"
"HiG_blood"	0	"Frrs1"	334	"HiG"
"HiG_blood"	0	"Picalm"	334	"HiG"
"HiG_blood"	146	"Ruvbl2"	148	"HiG"
"HiG_blood"	0	"Isyna1"	334	"HiG"
"HiG_blood"	841	"Tipin"	59	"HiG"
"HiG_blood"	0	"Acp5"	334	"HiG"
"HiG_blood"	569	"Rps12"	79	"HiG"
"HiG_blood"	0	"Cited2"	334	"HiG"
"HiG_blood"	116	"Chchd10"	155.5	"HiG"
"HiG_blood"	0	"Atp5mpl"	334	"HiG"
"HiG_blood"	9842	"Rps24"	4	"HiG"
"HiG_blood"	3	"Eci1"	233.5	"HiG"
"HiG_blood"	0	"Nars"	334	"HiG"
"HiG_blood"	20	"Fech"	197	"HiG"
"HiG_blood"	5	"Txnl1"	226	"HiG"
"HiG_blood"	2613	"Fth1"	25	"HiG"
"HiG_blood"	0	"1810058I24Rik"	334	"HiG"
"HiG_blood"	6	"Egfl7"	223.5	"HiG"
"HiG_cardiac.b"	704	"Ccnd2"	78	"HiG"
"HiG_cardiac.b"	0	"Tpd52l1"	348	"HiG"
"HiG_cardiac.b"	653	"Rdx"	84	"HiG"
"HiG_cardiac.b"	29	"Lsr"	206.5	"HiG"
"HiG_cardiac.b"	224	"Cnn1"	162	"HiG"
"HiG_cardiac.b"	392	"Tubb6"	129	"HiG"
"HiG_cardiac.b"	0	"Ddt"	348	"HiG"
"HiG_cardiac.b"	0	"Eef1e1"	348	"HiG"
"HiG_cardiac.b"	0	"Capns1"	348	"HiG"
"HiG_cardiac.b"	1	"Aif1l"	281	"HiG"
"HiG_cardiac.b"	27	"Rhoc"	209.5	"HiG"
"HiG_cardiac.b"	193	"Tpm4"	164	"HiG"
"HiG_cardiac.b"	1237	"Calr"	45	"HiG"
"HiG_cardiac.b"	0	"Mmd"	348	"HiG"
"HiG_cardiac.b"	811	"Cnn2"	71	"HiG"
"HiG_cardiac.b"	16	"Crabp2"	228	"HiG"
"HiG_cardiac.b"	0	"Wdr1"	348	"HiG"
"HiG_cardiac.b"	0	"Pafah1b3"	348	"HiG"
"HiG_cardiac.b"	322	"Trim28"	147	"HiG"
"HiG_cardiac.b"	0	"Snx6"	348	"HiG"
"HiG_cardiac.b"	0	"Adh5"	348	"HiG"
"HiG_cardiac.b"	4	"Tbcb"	257.5	"HiG"
"HiG_cardiac.b"	447	"Srm"	105	"HiG"
"HiG_cardiac.b"	0	"Ddah2"	348	"HiG"
"HiG_cardiac.b"	0	"Clic1"	348	"HiG"
"HiG_cardiac.b"	0	"Id3"	348	"HiG"
"HiG_cardiac.b"	403	"Fhl2"	123.5	"HiG"
"HiG_cardiac.b"	7	"Rala"	247	"HiG"
"HiG_cardiac.b"	129	"Bmp7"	178.5	"HiG"
"HiG_cardiac.b"	651	"Dynll1"	86	"HiG"
"HiG_cardiac.b"	444	"Phlda2"	107	"HiG"
"HiG_cardiac.b"	2317	"Wnt2"	22	"HiG"
"HiG_cardiac.b"	837	"Ppp1cb"	65	"HiG"
"HiG_cardiac.b"	2561	"Nkx2-5"	18	"HiG"
"HiG_cardiac.b"	25	"Gata5"	213	"HiG"
"HiG_cardiac.b"	7	"Macroh2a1"	247	"HiG"
"HiG_cardiac.b"	1	"Igfbp4"	281	"HiG"
"HiG_cardiac.b"	0	"Wsb1"	348	"HiG"
"HiG_cardiac.b"	449	"Tbx5"	104	"HiG"
"HiG_cardiac.b"	19	"Gabarap"	219	"HiG"
"HiG_cardiac.b"	1056	"Sparc"	49	"HiG"
"HiG_cardiac.b"	29	"Sfrp5"	206.5	"HiG"
"HiG_cardiac.b"	0	"Unc45b"	348	"HiG"
"HiG_cardiac.b"	0	"Tecr"	348	"HiG"
"HiG_cardiac.b"	2336	"Ubb"	21	"HiG"
"HiG_cardiac.b"	326	"Dusp9"	145.5	"HiG"
"HiG_cardiac.b"	0	"Abracl"	348	"HiG"
"HiG_cardiac.b"	12	"Ube2d1"	233	"HiG"
"HiG_cardiac.b"	0	"Atp2b1"	348	"HiG"
"HiG_cardiac.b"	6	"Dusp6"	250.5	"HiG"
"HiG_cardiac.b"	4649	"Hsp90b1"	8	"HiG"
"HiG_cardiac.b"	0	"Hnrnph3"	348	"HiG"
"HiG_cardiac.b"	307	"Macroh2a2"	151	"HiG"
"HiG_cardiac.b"	597	"Csrp2"	89	"HiG"
"HiG_cardiac.b"	491	"Pgam2"	98	"HiG"
"HiG_cardiac.b"	398	"Laptm4a"	127.5	"HiG"
"HiG_cardiac.b"	1374	"Rrm2"	41	"HiG"
"HiG_cardiac.b"	382	"Slc9a3r1"	133	"HiG"
"HiG_cardiac.b"	0	"Jpt1"	348	"HiG"
"HiG_cardiac.b"	0	"Pimreg"	348	"HiG"
"HiG_cardiac.b"	1	"Dcakd"	281	"HiG"
"HiG_cardiac.b"	820	"Actn1"	67	"HiG"
"HiG_cardiac.b"	345	"Npc2"	143	"HiG"
"HiG_cardiac.b"	1321	"Fos"	43	"HiG"
"HiG_cardiac.b"	5	"Cap2"	253.5	"HiG"
"HiG_cardiac.b"	0	"Dek"	348	"HiG"
"HiG_cardiac.b"	4	"Gadd45g"	257.5	"HiG"
"HiG_cardiac.b"	0	"Sfxn1"	348	"HiG"
"HiG_cardiac.b"	480	"Dbn1"	101	"HiG"
"HiG_cardiac.b"	6	"Hapln1"	250.5	"HiG"
"HiG_cardiac.b"	0	"Emb"	348	"HiG"
"HiG_cardiac.b"	132	"Gpx8"	176	"HiG"
"HiG_cardiac.b"	0	"Nid2"	348	"HiG"
"HiG_cardiac.b"	868	"Arf4"	61	"HiG"
"HiG_cardiac.b"	462	"Dnajc3"	102	"HiG"
"HiG_cardiac.b"	3	"Laptm4b"	263	"HiG"
"HiG_cardiac.b"	10	"Ppp1r1a"	237	"HiG"
